DATETIME,MARKET,SUBMARKET,VENDOR,QCI,KPI,Value
9/28/2020,New England,New Hampshire,E,QCI 6,DL Throughput Mean,17806.39861
9/28/2020,New England,New Hampshire,E,QCI 7,DL Throughput Mean,10949.00502
9/28/2020,New England,New Hampshire,E,QCI 8,DL Throughput Mean,8396.160926
9/28/2020,New England,New Hampshire,E,QCI 9,DL Throughput Mean,9222.593333
9/28/2020,New England,Rhode Island,E,QCI 6+7+8+9,DL Throughput Mean,14114.52772
9/28/2020,New England,Rhode Island,E,QCI 6,DL Throughput Mean,22163.28447
9/28/2020,New England,Rhode Island,E,QCI 7,DL Throughput Mean,15995.71768
9/28/2020,New England,Rhode Island,E,QCI 8,DL Throughput Mean,13430.19317
9/28/2020,New England,Rhode Island,E,QCI 9,DL Throughput Mean,14107.11247
9/28/2020,New England,Vermont,E,QCI 6+7+8+9,DL Throughput Mean,7616.213817
9/28/2020,New England,Vermont,E,QCI 6,DL Throughput Mean,14830.51481
9/28/2020,New England,Vermont,E,QCI 7,DL Throughput Mean,9213.2327
9/28/2020,New England,Vermont,E,QCI 8,DL Throughput Mean,6561.872875
9/28/2020,New England,Vermont,E,QCI 9,DL Throughput Mean,8825.40859
9/28/2020,North Texas,Central Texas,E,QCI 6+7+8+9,DL Throughput Mean,7147.596836
9/28/2020,North Texas,Central Texas,E,QCI 6,DL Throughput Mean,15178.78466
9/28/2020,North Texas,Central Texas,E,QCI 7,DL Throughput Mean,8954.360368
9/28/2020,North Texas,Central Texas,E,QCI 8,DL Throughput Mean,7484.058282
9/28/2020,North Texas,Central Texas,E,QCI 9,DL Throughput Mean,6945.520916
9/28/2020,North Texas,Dallas Ft. Worth,E,QCI 6+7+8+9,DL Throughput Mean,7319.727277
9/28/2020,North Texas,Dallas Ft. Worth,E,QCI 6,DL Throughput Mean,14861.59594
9/28/2020,North Texas,Dallas Ft. Worth,E,QCI 7,DL Throughput Mean,9048.516603
9/28/2020,North Texas,Dallas Ft. Worth,E,QCI 8,DL Throughput Mean,7239.386273
9/28/2020,North Texas,Dallas Ft. Worth,E,QCI 9,DL Throughput Mean,7022.271916
9/28/2020,North Texas,El Paso,E,QCI 6+7+8+9,DL Throughput Mean,6968.35217
9/28/2020,North Texas,El Paso,E,QCI 6,DL Throughput Mean,13679.20735
9/28/2020,North Texas,El Paso,E,QCI 7,DL Throughput Mean,8871.857509
9/28/2020,North Texas,El Paso,E,QCI 8,DL Throughput Mean,6725.30807
9/28/2020,North Texas,El Paso,E,QCI 9,DL Throughput Mean,6877.204907
9/28/2020,North Texas,West Texas,E,QCI 6+7+8+9,DL Throughput Mean,6286.659829
9/28/2020,North Texas,West Texas,E,QCI 6,DL Throughput Mean,17146.59178
9/28/2020,North Texas,West Texas,E,QCI 7,DL Throughput Mean,8709.388151
9/28/2020,North Texas,West Texas,E,QCI 8,DL Throughput Mean,6568.755002
9/28/2020,North Texas,West Texas,E,QCI 9,DL Throughput Mean,5779.296581
9/28/2020,Northern California,Sacramento,E,QCI 6+7+8+9,DL Throughput Mean,6752.577374
9/28/2020,Northern California,Sacramento,E,QCI 6,DL Throughput Mean,15800.09807
9/28/2020,Northern California,Sacramento,E,QCI 7,DL Throughput Mean,9013.059328
9/28/2020,Northern California,Sacramento,E,QCI 8,DL Throughput Mean,7238.433453
9/28/2020,Northern California,Sacramento,E,QCI 9,DL Throughput Mean,6264.580483
9/28/2020,Northern California,San Francisco,E,QCI 6+7+8+9,DL Throughput Mean,9290.576662
9/28/2020,Northern California,San Francisco,E,QCI 6,DL Throughput Mean,18371.02932
9/28/2020,Northern California,San Francisco,E,QCI 7,DL Throughput Mean,12028.21594
9/28/2020,Northern California,San Francisco,E,QCI 8,DL Throughput Mean,9561.427072
9/28/2020,Northern California,San Francisco,E,QCI 9,DL Throughput Mean,8491.648685
9/28/2020,Northern Plains,Iowa,N,QCI 6+7+8+9,DL Throughput Mean,9135.502847
9/28/2020,Northern Plains,Iowa,N,QCI 6,DL Throughput Mean,14019.92124
9/28/2020,Northern Plains,Iowa,N,QCI 7,DL Throughput Mean,11578.02187
9/28/2020,Northern Plains,Iowa,N,QCI 8,DL Throughput Mean,9284.494097
9/28/2020,Northern Plains,Iowa,N,QCI 9,DL Throughput Mean,8659.065659
9/28/2020,Northern Plains,Minnesota,N,QCI 6+7+8+9,DL Throughput Mean,10071.40792
9/28/2020,Northern Plains,Minnesota,N,QCI 6,DL Throughput Mean,14443.17109
9/28/2020,Northern Plains,Minnesota,N,QCI 7,DL Throughput Mean,11223.01022
9/28/2020,Northern Plains,Minnesota,N,QCI 8,DL Throughput Mean,9821.721188
9/28/2020,Northern Plains,Minnesota,N,QCI 9,DL Throughput Mean,10047.22258
9/28/2020,Northern Plains,Nebraska,N,QCI 6+7+8+9,DL Throughput Mean,9979.899851
9/28/2020,Northern Plains,Nebraska,N,QCI 6,DL Throughput Mean,18120.50743
9/28/2020,Northern Plains,Nebraska,N,QCI 7,DL Throughput Mean,12772.65329
9/28/2020,Northern Plains,Nebraska,N,QCI 8,DL Throughput Mean,9934.238615
9/28/2020,Northern Plains,Nebraska,N,QCI 9,DL Throughput Mean,9598.947455
9/28/2020,Northern Plains,North Dakota,N,QCI 6+7+8+9,DL Throughput Mean,12019.12227
9/28/2020,Northern Plains,North Dakota,N,QCI 6,DL Throughput Mean,15765.15918
9/28/2020,Northern Plains,North Dakota,N,QCI 7,DL Throughput Mean,13835.34367
9/28/2020,Northern Plains,North Dakota,N,QCI 8,DL Throughput Mean,11653.72414
9/28/2020,Northern Plains,North Dakota,N,QCI 9,DL Throughput Mean,12019.64306
9/28/2020,Northern Plains,South Dakota,N,QCI 6+7+8+9,DL Throughput Mean,11413.88317
9/28/2020,Northern Plains,South Dakota,N,QCI 6,DL Throughput Mean,17218.50952
9/28/2020,Northern Plains,South Dakota,N,QCI 7,DL Throughput Mean,13201.85267
9/28/2020,Northern Plains,South Dakota,N,QCI 8,DL Throughput Mean,11174.86407
9/28/2020,Northern Plains,South Dakota,N,QCI 9,DL Throughput Mean,11206.19768
9/28/2020,Ohio/Western Pennsylvania,Northern OH,N,QCI 6+7+8+9,DL Throughput Mean,11151.76658
9/28/2020,Ohio/Western Pennsylvania,Northern OH,N,QCI 6,DL Throughput Mean,17242.1522
9/28/2020,Ohio/Western Pennsylvania,Northern OH,N,QCI 7,DL Throughput Mean,13166.60367
9/28/2020,Ohio/Western Pennsylvania,Northern OH,N,QCI 8,DL Throughput Mean,11304.55091
9/28/2020,Ohio/Western Pennsylvania,Northern OH,N,QCI 9,DL Throughput Mean,10828.14519
9/28/2020,Ohio/Western Pennsylvania,Southern OH,N,QCI 6+7+8+9,DL Throughput Mean,9323.771744
9/28/2020,Ohio/Western Pennsylvania,Southern OH,N,QCI 6,DL Throughput Mean,14346.01415
9/28/2020,Ohio/Western Pennsylvania,Southern OH,N,QCI 7,DL Throughput Mean,11123.01282
9/28/2020,Ohio/Western Pennsylvania,Southern OH,N,QCI 8,DL Throughput Mean,9593.14781
9/28/2020,Ohio/Western Pennsylvania,Southern OH,N,QCI 9,DL Throughput Mean,9064.009449
9/28/2020,Ohio/Western Pennsylvania,Western Pennsylvania,E,QCI 6+7+8+9,DL Throughput Mean,13254.7227
9/28/2020,Ohio/Western Pennsylvania,Western Pennsylvania,E,QCI 6,DL Throughput Mean,20734.78032
9/28/2020,Ohio/Western Pennsylvania,Western Pennsylvania,E,QCI 7,DL Throughput Mean,15414.32552
9/28/2020,Ohio/Western Pennsylvania,Western Pennsylvania,E,QCI 8,DL Throughput Mean,12603.96865
9/28/2020,Ohio/Western Pennsylvania,Western Pennsylvania,E,QCI 9,DL Throughput Mean,13357.85394
9/28/2020,Pacific Northwest,Alaska,E,QCI 6+7+8+9,DL Throughput Mean,7939.762508
9/28/2020,Pacific Northwest,Alaska,E,QCI 6,DL Throughput Mean,13753.57767
9/28/2020,Pacific Northwest,Alaska,E,QCI 7,DL Throughput Mean,9149.994757
9/28/2020,Pacific Northwest,Alaska,E,QCI 8,DL Throughput Mean,7929.916531
9/28/2020,Pacific Northwest,Alaska,E,QCI 9,DL Throughput Mean,7578.590395
9/28/2020,Pacific Northwest,Oregon,N,QCI 6+7+8+9,DL Throughput Mean,10463.09182
9/28/2020,Pacific Northwest,Oregon,N,QCI 6,DL Throughput Mean,16600.21527
9/28/2020,Pacific Northwest,Oregon,N,QCI 7,DL Throughput Mean,12666.86564
9/28/2020,Pacific Northwest,Oregon,N,QCI 8,DL Throughput Mean,10423.15127
9/28/2020,Pacific Northwest,Oregon,N,QCI 9,DL Throughput Mean,9947.827015
9/28/2020,Pacific Northwest,Washington,N,QCI 6+7+8+9,DL Throughput Mean,10670.04457
9/28/2020,Pacific Northwest,Washington,N,QCI 6,DL Throughput Mean,15321.10935
9/28/2020,Pacific Northwest,Washington,N,QCI 7,DL Throughput Mean,13354.31108
9/28/2020,Pacific Northwest,Washington,N,QCI 8,DL Throughput Mean,10847.97014
9/28/2020,Pacific Northwest,Washington,N,QCI 9,DL Throughput Mean,9952.482185
9/28/2020,Puerto Rico,Puerto Rico-Virgin Islands,E,QCI 6+7+8+9,DL Throughput Mean,7348.43687
9/28/2020,Puerto Rico,Puerto Rico-Virgin Islands,E,QCI 6,DL Throughput Mean,13591.16752
9/28/2020,Puerto Rico,Puerto Rico-Virgin Islands,E,QCI 7,DL Throughput Mean,8578.658252
9/28/2020,Puerto Rico,Puerto Rico-Virgin Islands,E,QCI 8,DL Throughput Mean,6695.875234
9/28/2020,Puerto Rico,Puerto Rico-Virgin Islands,E,QCI 9,DL Throughput Mean,7360.672644
9/28/2020,Rocky Mountain Region,Colorado,N,QCI 6+7+8+9,DL Throughput Mean,11010.15031
9/28/2020,Rocky Mountain Region,Colorado,N,QCI 6,DL Throughput Mean,14898.49383
9/28/2020,Rocky Mountain Region,Colorado,N,QCI 7,DL Throughput Mean,13518.50433
9/28/2020,Rocky Mountain Region,Colorado,N,QCI 8,DL Throughput Mean,10886.37607
9/28/2020,Rocky Mountain Region,Colorado,N,QCI 9,DL Throughput Mean,10687.3944
9/28/2020,Rocky Mountain Region,Idaho,N,QCI 6+7+8+9,DL Throughput Mean,9321.973454
9/28/2020,Rocky Mountain Region,Idaho,N,QCI 6,DL Throughput Mean,15696.22992
9/28/2020,Rocky Mountain Region,Idaho,N,QCI 7,DL Throughput Mean,12076.17869
9/28/2020,Rocky Mountain Region,Idaho,N,QCI 8,DL Throughput Mean,9529.922889
9/28/2020,Rocky Mountain Region,Idaho,N,QCI 9,DL Throughput Mean,8717.481342
9/28/2020,Rocky Mountain Region,Montana,N,QCI 6+7+8+9,DL Throughput Mean,9705.36988
9/28/2020,Rocky Mountain Region,Montana,N,QCI 6,DL Throughput Mean,16404.53492
9/28/2020,Rocky Mountain Region,Montana,N,QCI 7,DL Throughput Mean,11461.18247
9/28/2020,Rocky Mountain Region,Montana,N,QCI 8,DL Throughput Mean,9426.970783
9/28/2020,Rocky Mountain Region,Montana,N,QCI 9,DL Throughput Mean,9541.374754
9/28/2020,Rocky Mountain Region,Utah,N,QCI 6+7+8+9,DL Throughput Mean,10263.11789
9/28/2020,Rocky Mountain Region,Utah,N,QCI 6,DL Throughput Mean,16013.38698
9/28/2020,Rocky Mountain Region,Utah,N,QCI 7,DL Throughput Mean,12531.68892
9/28/2020,Rocky Mountain Region,Utah,N,QCI 8,DL Throughput Mean,10170.23743
9/28/2020,Rocky Mountain Region,Utah,N,QCI 9,DL Throughput Mean,9811.749044
9/28/2020,Rocky Mountain Region,Wyoming,N,QCI 6+7+8+9,DL Throughput Mean,8937.291944
9/28/2020,Rocky Mountain Region,Wyoming,N,QCI 6,DL Throughput Mean,14459.4986
9/28/2020,Rocky Mountain Region,Wyoming,N,QCI 7,DL Throughput Mean,10445.09309
9/28/2020,Rocky Mountain Region,Wyoming,N,QCI 8,DL Throughput Mean,8607.405744
9/28/2020,Rocky Mountain Region,Wyoming,N,QCI 9,DL Throughput Mean,8841.311529
9/28/2020,San Diego/Las Vegas,Las Vegas,N,QCI 6+7+8+9,DL Throughput Mean,10480.82016
9/28/2020,San Diego/Las Vegas,Las Vegas,N,QCI 6,DL Throughput Mean,17005.94415
9/28/2020,San Diego/Las Vegas,Las Vegas,N,QCI 7,DL Throughput Mean,13261.63527
9/28/2020,San Diego/Las Vegas,Las Vegas,N,QCI 8,DL Throughput Mean,10593.45004
9/28/2020,San Diego/Las Vegas,Las Vegas,N,QCI 9,DL Throughput Mean,9919.077053
9/28/2020,San Diego/Las Vegas,San Diego,E,QCI 6+7+8+9,DL Throughput Mean,11849.51579
9/28/2020,San Diego/Las Vegas,San Diego,E,QCI 6,DL Throughput Mean,17915.11482
9/28/2020,San Diego/Las Vegas,San Diego,E,QCI 7,DL Throughput Mean,15410.22029
9/28/2020,San Diego/Las Vegas,San Diego,E,QCI 8,DL Throughput Mean,12072.44744
9/28/2020,San Diego/Las Vegas,San Diego,E,QCI 9,DL Throughput Mean,11318.42793
9/28/2020,South Texas,Austin,E,QCI 6+7+8+9,DL Throughput Mean,7890.148457
9/28/2020,South Texas,Austin,E,QCI 6,DL Throughput Mean,17028.62529
9/28/2020,South Texas,Austin,E,QCI 7,DL Throughput Mean,10005.38692
9/28/2020,South Texas,Austin,E,QCI 8,DL Throughput Mean,8308.358683
9/28/2020,South Texas,Austin,E,QCI 9,DL Throughput Mean,7340.207094
9/28/2020,South Texas,Houston,E,QCI 6+7+8+9,DL Throughput Mean,8090.61877
9/28/2020,South Texas,Houston,E,QCI 6,DL Throughput Mean,9233.512736
9/28/2020,South Texas,Houston,E,QCI 7,DL Throughput Mean,10227.10899
9/28/2020,South Texas,Houston,E,QCI 8,DL Throughput Mean,8600.958507
9/28/2020,South Texas,Houston,E,QCI 9,DL Throughput Mean,7803.007619
9/28/2020,South Texas,San Antonio,E,QCI 6+7+8+9,DL Throughput Mean,6310.909235
9/28/2020,South Texas,San Antonio,E,QCI 6,DL Throughput Mean,15483.63299
9/28/2020,South Texas,San Antonio,E,QCI 7,DL Throughput Mean,9103.815219
9/28/2020,South Texas,San Antonio,E,QCI 8,DL Throughput Mean,6556.332817
9/28/2020,South Texas,San Antonio,E,QCI 9,DL Throughput Mean,5896.982031
9/28/2020,Tennessee/Kentucky,Chattanooga,E,QCI 6+7+8+9,DL Throughput Mean,10995.23302
9/28/2020,Tennessee/Kentucky,Chattanooga,E,QCI 6,DL Throughput Mean,18907.89129
9/28/2020,Tennessee/Kentucky,Chattanooga,E,QCI 7,DL Throughput Mean,13670.39469
9/28/2020,Tennessee/Kentucky,Chattanooga,E,QCI 8,DL Throughput Mean,12144.32822
9/28/2020,Tennessee/Kentucky,Chattanooga,E,QCI 9,DL Throughput Mean,10376.74016
9/28/2020,Tennessee/Kentucky,Evansville,E,QCI 6+7+8+9,DL Throughput Mean,7217.670305
9/28/2020,Tennessee/Kentucky,Evansville,E,QCI 6,DL Throughput Mean,14687.41244
9/28/2020,Tennessee/Kentucky,Evansville,E,QCI 7,DL Throughput Mean,8139.839358
9/28/2020,Tennessee/Kentucky,Evansville,E,QCI 8,DL Throughput Mean,8469.545625
9/28/2020,Tennessee/Kentucky,Evansville,E,QCI 9,DL Throughput Mean,7347.073242
9/28/2020,Tennessee/Kentucky,Knoxville,E,QCI 6+7+8+9,DL Throughput Mean,14796.81023
9/28/2020,Tennessee/Kentucky,Knoxville,E,QCI 6,DL Throughput Mean,21950.49627
9/28/2020,Tennessee/Kentucky,Knoxville,E,QCI 7,DL Throughput Mean,17021.99381
9/28/2020,Tennessee/Kentucky,Knoxville,E,QCI 8,DL Throughput Mean,16306.58454
9/28/2020,Tennessee/Kentucky,Knoxville,E,QCI 9,DL Throughput Mean,14089.56965
9/28/2020,Tennessee/Kentucky,Lexington,E,QCI 6+7+8+9,DL Throughput Mean,9050.486106
9/28/2020,Tennessee/Kentucky,Lexington,E,QCI 6,DL Throughput Mean,16742.60263
9/28/2020,Tennessee/Kentucky,Lexington,E,QCI 7,DL Throughput Mean,10528.44886
9/28/2020,Tennessee/Kentucky,Lexington,E,QCI 8,DL Throughput Mean,9874.688997
9/28/2020,Tennessee/Kentucky,Lexington,E,QCI 9,DL Throughput Mean,9119.245558
9/28/2020,Tennessee/Kentucky,Louisville,E,QCI 6+7+8+9,DL Throughput Mean,9184.389498
9/28/2020,Tennessee/Kentucky,Louisville,E,QCI 6,DL Throughput Mean,18826.90049
9/28/2020,Tennessee/Kentucky,Louisville,E,QCI 7,DL Throughput Mean,10618.48723
9/28/2020,Tennessee/Kentucky,Louisville,E,QCI 8,DL Throughput Mean,9897.933716
9/28/2020,Tennessee/Kentucky,Louisville,E,QCI 9,DL Throughput Mean,9108.401853
9/28/2020,Tennessee/Kentucky,Memphis,E,QCI 6+7+8+9,DL Throughput Mean,6293.918922
9/28/2020,Tennessee/Kentucky,Memphis,E,QCI 6,DL Throughput Mean,14066.58229
9/28/2020,Tennessee/Kentucky,Memphis,E,QCI 7,DL Throughput Mean,7776.236631
9/28/2020,Tennessee/Kentucky,Memphis,E,QCI 8,DL Throughput Mean,6828.985295
9/28/2020,Tennessee/Kentucky,Memphis,E,QCI 9,DL Throughput Mean,6240.151181
9/28/2020,Tennessee/Kentucky,Nashville,E,QCI 6+7+8+9,DL Throughput Mean,8712.493117
9/28/2020,Tennessee/Kentucky,Nashville,E,QCI 6,DL Throughput Mean,17843.29767
9/28/2020,Tennessee/Kentucky,Nashville,E,QCI 7,DL Throughput Mean,10585.13268
9/28/2020,Tennessee/Kentucky,Nashville,E,QCI 8,DL Throughput Mean,9808.692176
9/28/2020,Tennessee/Kentucky,Nashville,E,QCI 9,DL Throughput Mean,8354.933678
9/28/2020,VA/WV/NC,Asheville,E,QCI 6+7+8+9,DL Throughput Mean,8137.980507
9/28/2020,VA/WV/NC,Asheville,E,QCI 6,DL Throughput Mean,12138.22818
9/28/2020,VA/WV/NC,Asheville,E,QCI 7,DL Throughput Mean,9569.276713
9/28/2020,VA/WV/NC,Asheville,E,QCI 8,DL Throughput Mean,7869.686019
9/28/2020,VA/WV/NC,Asheville,E,QCI 9,DL Throughput Mean,8567.169019
9/28/2020,VA/WV/NC,Charlotte,E,QCI 6+7+8+9,DL Throughput Mean,14098.48302
9/28/2020,VA/WV/NC,Charlotte,E,QCI 6,DL Throughput Mean,21982.04115
9/28/2020,VA/WV/NC,Charlotte,E,QCI 7,DL Throughput Mean,16728.71038
9/28/2020,VA/WV/NC,Charlotte,E,QCI 8,DL Throughput Mean,13863.40738
9/28/2020,VA/WV/NC,Charlotte,E,QCI 9,DL Throughput Mean,13861.25281
9/28/2020,VA/WV/NC,Greensboro,E,QCI 6+7+8+9,DL Throughput Mean,11436.73788
9/28/2020,VA/WV/NC,Greensboro,E,QCI 6,DL Throughput Mean,17869.38093
9/28/2020,VA/WV/NC,Greensboro,E,QCI 7,DL Throughput Mean,12774.14229
9/28/2020,VA/WV/NC,Greensboro,E,QCI 8,DL Throughput Mean,11173.08617
9/28/2020,VA/WV/NC,Greensboro,E,QCI 9,DL Throughput Mean,11514.06835
9/28/2020,VA/WV/NC,Raleigh,E,QCI 6+7+8+9,DL Throughput Mean,9640.586162
9/28/2020,VA/WV/NC,Raleigh,E,QCI 6,DL Throughput Mean,16531.4538
9/28/2020,VA/WV/NC,Raleigh,E,QCI 7,DL Throughput Mean,11832.83638
9/28/2020,VA/WV/NC,Raleigh,E,QCI 8,DL Throughput Mean,9756.283838
9/28/2020,VA/WV/NC,Raleigh,E,QCI 9,DL Throughput Mean,9229.190463
9/28/2020,VA/WV/NC,Virginia,E,QCI 6+7+8+9,DL Throughput Mean,13057.92522
9/28/2020,VA/WV/NC,Virginia,E,QCI 6,DL Throughput Mean,17992.3254
9/28/2020,VA/WV/NC,Virginia,E,QCI 7,DL Throughput Mean,14647.7548
9/28/2020,VA/WV/NC,Virginia,E,QCI 8,DL Throughput Mean,12402.17782
9/28/2020,VA/WV/NC,Virginia,E,QCI 9,DL Throughput Mean,13084.90131
9/28/2020,VA/WV/NC,West Virginia,E,QCI 6+7+8+9,DL Throughput Mean,8404.388897
9/28/2020,VA/WV/NC,West Virginia,E,QCI 6,DL Throughput Mean,14992.8904
9/28/2020,VA/WV/NC,West Virginia,E,QCI 7,DL Throughput Mean,9620.459799
9/28/2020,VA/WV/NC,West Virginia,E,QCI 8,DL Throughput Mean,7323.214306
9/28/2020,VA/WV/NC,West Virginia,E,QCI 9,DL Throughput Mean,9202.000491
9/28/2020,Washington DC-Baltimore,Maryland,N,QCI 6+7+8+9,DL Throughput Mean,9016.052319
9/28/2020,Washington DC-Baltimore,Maryland,N,QCI 6,DL Throughput Mean,13040.2741
9/28/2020,Washington DC-Baltimore,Maryland,N,QCI 7,DL Throughput Mean,10374.56578
9/28/2020,Washington DC-Baltimore,Maryland,N,QCI 8,DL Throughput Mean,8593.236861
9/28/2020,Washington DC-Baltimore,Maryland,N,QCI 9,DL Throughput Mean,8979.884275
9/28/2020,Washington DC-Baltimore,Washington DC,N,QCI 6+7+8+9,DL Throughput Mean,11986.59875
9/28/2020,Washington DC-Baltimore,Washington DC,N,QCI 6,DL Throughput Mean,17919.77675
9/28/2020,Washington DC-Baltimore,Washington DC,N,QCI 7,DL Throughput Mean,13893.66543
9/28/2020,Washington DC-Baltimore,Washington DC,N,QCI 8,DL Throughput Mean,11825.47483
9/28/2020,Washington DC-Baltimore,Washington DC,N,QCI 9,DL Throughput Mean,11551.04177
9/27/2020,Arizona/New Mexico,ALL,N,QCI 6+7+8+9,DL Throughput Mean,10344.85045
9/27/2020,Arizona/New Mexico,ALL,N,QCI 6,DL Throughput Mean,17042.30437
9/27/2020,Arizona/New Mexico,ALL,N,QCI 7,DL Throughput Mean,13624.29011
9/27/2020,Arizona/New Mexico,ALL,N,QCI 8,DL Throughput Mean,10525.87327
9/27/2020,Arizona/New Mexico,ALL,N,QCI 9,DL Throughput Mean,9789.06942
9/27/2020,Arkansas/Oklahoma,ALL,E,QCI 6+7+8+9,DL Throughput Mean,8160.231518
9/27/2020,Arkansas/Oklahoma,ALL,E,QCI 6,DL Throughput Mean,15948.2815
9/27/2020,Arkansas/Oklahoma,ALL,E,QCI 7,DL Throughput Mean,9942.5956
9/27/2020,Arkansas/Oklahoma,ALL,E,QCI 8,DL Throughput Mean,8186.996613
9/27/2020,Arkansas/Oklahoma,ALL,E,QCI 9,DL Throughput Mean,8002.875945
9/27/2020,E. PA/S. NJ/DE,ALL,N,QCI 6+7+8+9,DL Throughput Mean,11400.67888
9/27/2020,E. PA/S. NJ/DE,ALL,N,QCI 6,DL Throughput Mean,17663.60893
9/27/2020,E. PA/S. NJ/DE,ALL,N,QCI 7,DL Throughput Mean,13313.43714
9/27/2020,E. PA/S. NJ/DE,ALL,N,QCI 8,DL Throughput Mean,11054.02166
9/27/2020,E. PA/S. NJ/DE,ALL,N,QCI 9,DL Throughput Mean,11187.81045
9/27/2020,Florida,ALL,E,QCI 6+7+8+9,DL Throughput Mean,9448.694582
9/27/2020,Florida,ALL,E,QCI 6,DL Throughput Mean,17806.03813
9/27/2020,Florida,ALL,E,QCI 7,DL Throughput Mean,11732.94395
9/27/2020,Florida,ALL,E,QCI 8,DL Throughput Mean,9450.747557
9/27/2020,Florida,ALL,E,QCI 9,DL Throughput Mean,9087.42803
9/27/2020,Georgia/South Carolina,ALL,E,QCI 6+7+8+9,DL Throughput Mean,10414.11626
9/27/2020,Georgia/South Carolina,ALL,E,QCI 6,DL Throughput Mean,18197.54241
9/27/2020,Georgia/South Carolina,ALL,E,QCI 7,DL Throughput Mean,12791.17642
9/27/2020,Georgia/South Carolina,ALL,E,QCI 8,DL Throughput Mean,11102.88776
9/27/2020,Georgia/South Carolina,ALL,E,QCI 9,DL Throughput Mean,10021.42635
9/27/2020,Greater Midwest,ALL,N,QCI 6+7+8+9,DL Throughput Mean,8692.898195
9/27/2020,Greater Midwest,ALL,N,QCI 6,DL Throughput Mean,14500.99964
9/27/2020,Greater Midwest,ALL,N,QCI 7,DL Throughput Mean,10304.85108
9/27/2020,Greater Midwest,ALL,N,QCI 8,DL Throughput Mean,8687.184259
9/27/2020,Greater Midwest,ALL,N,QCI 9,DL Throughput Mean,8491.988351
9/27/2020,Gulf States,ALL,E,QCI 6+7+8+9,DL Throughput Mean,6574.494719
9/27/2020,Gulf States,ALL,E,QCI 6,DL Throughput Mean,12269.11889
9/27/2020,Gulf States,ALL,E,QCI 7,DL Throughput Mean,7346.843325
9/27/2020,Gulf States,ALL,E,QCI 8,DL Throughput Mean,7237.936013
9/27/2020,Gulf States,ALL,E,QCI 9,DL Throughput Mean,6601.379408
9/27/2020,Hawaii,ALL,E,QCI 6+7+8+9,DL Throughput Mean,9295.702245
9/27/2020,Hawaii,ALL,E,QCI 6,DL Throughput Mean,16394.27869
9/27/2020,Hawaii,ALL,E,QCI 7,DL Throughput Mean,11378.06727
9/27/2020,Hawaii,ALL,E,QCI 8,DL Throughput Mean,8882.093452
9/27/2020,Hawaii,ALL,E,QCI 9,DL Throughput Mean,9147.610745
9/27/2020,Illinois/Wisconsin,ALL,E,QCI 6+7+8+9,DL Throughput Mean,11745.0582
9/27/2020,Illinois/Wisconsin,ALL,E,QCI 6,DL Throughput Mean,19345.99528
9/27/2020,Illinois/Wisconsin,ALL,E,QCI 7,DL Throughput Mean,14120.2572
9/27/2020,Illinois/Wisconsin,ALL,E,QCI 8,DL Throughput Mean,11597.0153
9/27/2020,Illinois/Wisconsin,ALL,E,QCI 9,DL Throughput Mean,11746.78866
9/27/2020,Los Angeles,ALL,E,QCI 6+7+8+9,DL Throughput Mean,10473.75148
9/27/2020,Los Angeles,ALL,E,QCI 6,DL Throughput Mean,19124.05872
9/27/2020,Los Angeles,ALL,E,QCI 7,DL Throughput Mean,13369.37694
9/27/2020,Los Angeles,ALL,E,QCI 8,DL Throughput Mean,10448.16366
9/27/2020,Los Angeles,ALL,E,QCI 9,DL Throughput Mean,9955.187033
9/27/2020,Michigan/Indiana,ALL,N,QCI 6+7+8+9,DL Throughput Mean,9631.602343
9/27/2020,Michigan/Indiana,ALL,N,QCI 6,DL Throughput Mean,15865.65517
9/27/2020,Michigan/Indiana,ALL,N,QCI 7,DL Throughput Mean,11187.15873
9/27/2020,Michigan/Indiana,ALL,N,QCI 8,DL Throughput Mean,10105.05591
9/27/2020,Michigan/Indiana,ALL,N,QCI 9,DL Throughput Mean,9661.300464
9/27/2020,NY/NNJ,ALL,N,QCI 6+7+8+9,DL Throughput Mean,10329.34834
9/27/2020,NY/NNJ,ALL,N,QCI 6,DL Throughput Mean,16916.47659
9/27/2020,NY/NNJ,ALL,N,QCI 7,DL Throughput Mean,11905.11752
9/27/2020,NY/NNJ,ALL,N,QCI 8,DL Throughput Mean,9822.023225
9/27/2020,NY/NNJ,ALL,N,QCI 9,DL Throughput Mean,10274.0319
9/27/2020,New England,ALL,E,QCI 6+7+8+9,DL Throughput Mean,11293.39084
9/27/2020,New England,ALL,E,QCI 6,DL Throughput Mean,20170.0846
9/27/2020,New England,ALL,E,QCI 7,DL Throughput Mean,13136.43488
9/27/2020,New England,ALL,E,QCI 8,DL Throughput Mean,10484.2596
9/27/2020,New England,ALL,E,QCI 9,DL Throughput Mean,11615.93829
9/27/2020,North Texas,ALL,E,QCI 6+7+8+9,DL Throughput Mean,7105.480705
9/27/2020,North Texas,ALL,E,QCI 6,DL Throughput Mean,15152.02728
9/27/2020,North Texas,ALL,E,QCI 7,DL Throughput Mean,9273.120589
9/27/2020,North Texas,ALL,E,QCI 8,DL Throughput Mean,7341.991153
9/27/2020,North Texas,ALL,E,QCI 9,DL Throughput Mean,6665.856453
9/27/2020,Northern California,ALL,E,QCI 6+7+8+9,DL Throughput Mean,7569.491875
